review;summary
✅ Trip Verified |  I have had terrible experience exchanging and then seeking refund for Lufthansa's business flexible tickets. Business flexible is a joke. It's neither flexible nor fully refundable. They have a really convoluted system.;Lufthansa's flexible business tickets are a scam. Their system is neither flexible nor entirely refundable.
✅ Trip Verified |  After the online checkin was completed by my side on time, I never received any QR code for the boarding pass and upon arrival to the airport, I had to wait in an excessively long queue. Whilst I had no baggage (checkin completed as aforementioned) for 1 hour in order to receive boarding pass. I am a regular flyer from HH to ATH and never had to go through such trouble to fly in the midst of the pandemic, as I always present my documents before flying. ;My online check-in was completed on time, however I never received a QR code for my boarding pass, and when I arrived, I had to wait in a very long line.
✅ Trip Verified | Our luggage delivery was delayed 60 hrs, after it was not boarded on the connecting flight. Reimbursement of essential items expenses was adequate. Needless to say that inconvenience was quite significant. On the return leg, our flight from FRA to FCO was cancelled, but without explanation. Only much later we learnt this was due to the Italian air controllers strike. Would have been good to explain it beforehand in Lufthansa's notification emails, so to reduce concern. Trying to talk with someone at the Service Center proved impossible in those days;Our luggage was delayed for 60 hours. The reimbursement for necessary materials was adequate. The communication with service center was not possible.
✅ Trip Verified |  Booking online for your flight, if there are no issues/canceling/rebooking is easy. Their service on the plane itself is OK. However, Lufthansa does not allow rebooking online if your flight gets cancelled or there are complications due to coronavirus. Moreover, if there is a government-imposed travel ban, they will not allow you to have refund (only rebooking, usually at a very high price because the last-minute booking is usually twice or three times the price of the original ticket). Other flight companies allow for refund, but Lufthansa is instructing their call service to deny the refunds and rebooking cannot be done online. To rebook, you need to call their call service, which is a nightmare. I tried to rebook 3 times. First time I was on hold for about an hour. Then, I explained the situation, was put on hold, and after 1 hour of waiting was disconnected from the line. This same thing happened 3 times. The customer service is extremely slow and inefficient.;If your flight is canceled or there are issues owing to a coronavirus, Lufthansa does not allow online rebooking. Other airlines accept refunds, but their customer care department denies them. Customer service is bad in terms of efficiency.
✅ Trip Verified |  This has to be the worst experience I have ever had with an airline and I have held several status with airlines over the years. My wife and I bought tickets for a 10 Day trip to Scotland this year in June to celebrate our 25th Wedding Anniversary. We originally booked with British Airways. Due to the COVID 19 outbreaks, the trip was canceled by the travel company. British Airways promptly refund our money because we cannot get into the country. The trip company off to rebook us again in August, and because of limited routes, we booked the second air trip with Lufthansa instead. Unfortunately, Scotland did not open this August either. I made numerous attempts to contact Customer Service at Lufthansa, but to no avail. I was force to cancel my tickets online, but they only refunded a small portion of the taxes despite the fact they cannot even take me to Scotland.  I am currently out over $7,000 dollars because these were business class tickets that we saved up to purchase. I will never take this airline again. ;This year, my wife and I purchased tickets for a 10-day trip to Scotland in June. The travel firm canceled the vacation due to the COVID 19 outbreaks. I'm currently losing more than $7,000 because these were business class tickets that we saved up for.
"✅ Trip Verified |  Had two very pleasant flights with Lufthansa. Correct times and 2x bottles of water on the flight with a chocolate. Water should be given on all flights since you can't bring your own. They also still announce the take-off with ""ladies and gentlemen"" like it should be.";A pleasant experience. Timely flights and two bottles of water and a chocolate. Staff very polite.
✅ Trip Verified |  Paying for Business Saver Class on Lufthansa is a waste of money. 2 weeks before the flight I requested to change the date of the outgoing flight to the day before. It is sold to you that this is possible on the Business Saver Class, with the extra price to be covered by you. Rang up Lufthansa, they wanted to charge me €276 euro as they had no Business Saver seats available, so Business ++ was the only option. I said I would be happy to downgrade to a regular seat, they replied that you can downgrade at the airport, not on the phone, and then tried to get me to pay the €276. Just before I paid i asked will i receive the difference in fair price between the regular class and the business Class already paid. No was the answer.;Paying for Lufthansa's Business Saver Class is a waste of money. I sought a change in the departure date two weeks before the travel and downgrade the seat to regular.  They refused to reimburse for the difference in fair pricing between normal class and business class.
Not Verified |  This review is not about my last flight but about the terrible customer service I have experienced for more than a year. I tried booking flights 4 times and they cancelled them on me over and over and it takes more than 6 months to reimburse. My last purchase dates of Jan 31st for a flight in April that was cancelled. I am still waiting for the money. Their phone customer service is terrible. They don't even pick up. It's embarrassing.;Southwest Airlines' customer service has been appalling. They repeatedly cancelled flights, and it takes more than 6 months to get reimbursed. Their phone customer service is poor.
✅ Trip Verified | Los Angeles to Beirut via Frankfurt. I called Lufthansa and their answering service is so bad. I was on hold for over an hour trying to cancel my return flight due to an emergency. It is very frustrating traveling inbound where they cancel our flight and instead of 4 hours layover we ended up waiting 11 hours and no compensation. This is the worst airline. No consideration for family traveling with kids. As of now I can't cancel my trip and online service doesn't allow you to do so. We should have more reliable service when you have an emergency.;I spent almost an hour on hold trying to cancel my return flight due to an emergency. we had to wait 11 hours with no reimbursement. I can't cancel my flight online, customer service is awful.
✅ Trip Verified |  In 2020, when every other airline was trying to cheat me, Lufthansa went above and beyond and gave me even better terms than my contract entitled me too. They were also rather gracious when I showed up with oversized luggage, and did not charge me extra, although they could have. Of all the airlines I've been flying with, this is the one one that I have no complaints about.;This is the only airline I've travelled with that I have no issues about. They did not charge me for excessive luggage.
✅ Trip Verified |  Impossible to join them on the phone. Waiting multiple times more than one hour and nobody is answering, the call simply stopped by itself. The lady at the airport wasn't offering any option except than to call again the customer service (which both cost money and doesn't answer).;The call customer service is poor. I had to wait many times for more than an hour.
✅ Trip Verified |  Disappointing service on the Transatlantic leg, pasta and beer/wine, no liquor, and for the rest of that flight only water was available. From Germany to Turkey, a bottle of water and nothing else. Won't look forward to flying LH ever again.;Inadequate service. spaghetti and beer/wine, no liquor, and only water for the rest of the journey. I will never fly LH anymore.
✅ Trip Verified |  Very mediocre hard and soft product for price paid. No choices for food were available by they time the got to me despite half the cabin being upgraded and getting their choice. I had to remind staff multiple times to get service like refills. Ground service also was unaware of latest covid rules for destination wasting about 30 minutes of my time. I was disappointed by the dirtiness of my seat departing from Vancouver. ;For the money spent, this is a really mediocre hard and soft product. limited food options. Ground staff was unaware of the covid regulations.
Not Verified |  Worst airline ever. Online portal is horrible and feels dated. Not something from a giant airline. Could not check in online or at my first gate and was told I would have to go through security at Seattle to go out and print my ticket. Booth was almost empty, one nice employee helped me but then I risked missing my flight. Because of this, I had a terrible seat as well during the pandemic. Avoid at all costs. Never flying with them again.;Worst airline in history. I was unable to check in online or at my first gate. Got a terrible seat. I would avoid this airline at every cost.
"✅ Trip Verified |  Due to lower traffic, I was hoping that connection in FRA was going to be stress less. I was wrong. Despite a lot of empty fingers, flight from MRS was parked in a remote position. Disembarking was very slow due to COVID, bus was late, and it took hours to arrive at T ""A"" and we nearly missed a 1h15 connection.";Because of COVID, disembarking was very delayed and so was the bus and we almost missed a 1h15 connection.
Not Verified |  This flight was a disaster. We had our departure as 6pm july7, and boarding at 5.10pm. When we start boarding it was 7, and we waited one and half hours in the airplane and then told the airplane has issues and we have to go back to gate. We were at the gate at 8.30pm and waited till 10pm at the gate and we are only given 5-6 jellybeans and a very small pack of cheese. It was horrible and then they started to board at 11pm and we finally take the departure at 12.40 am.  We had 6.40 hours of delay and then once we go to Frankfurt, they told us they will handle connection flights, which they literally put everyone on the waitlist. We had transit visa issues and we cannot wait after 12 hours in Germany, they finally gave us a flight at 9pm. We waited for another 6 hours in Frankfurt airport.  Horrible horrible experience and they don’t even care. ;This flight experience was a complete failure. 5-6 jellybeans and a small pack of cheese was served. We were delayed for 6.40 hours, missing connection flights, airline put everyone on the waiting.
✅ Verified Review |  Short flight on Lufthansa Business Class from Frankfurt to Berlin Tegel. The Lufthansa lounge was nice and I really enjoyed the shower after a long haul flight from BKK. Basic but delicious food, nice staff. Boarding was well organized with priority boarding and separate entrance for Business Class passengers. Service was great as usual on Lufthansa.;short flight, comfortable lounge, nice boarding, food and service. Appreciating experience.
✅ Verified Review |  On my last flight in Lufthansa  Business Class three weeks ago, they provided real cotton napkins with the meal, but this time it was a paper napkin. Feels somewhat cheap for a premium product. The rest of the trip was as good as usual in this intra-Europe Business Class. As the price was ok, no complaints.;paper napkins seem cheap for a premeium product. Overall, the journey was nice.
✅ Verified Review |  Frankfurt to Rome. The biz lounge at Frankfurt is quite nice but was so busy and overcrowded. Boarding did not offer priority to biz class or Star Gold which was disappointing. Aircraft was fine, very clean and bright, but seats are just coach class layout with center seat left empty - larger than British Airways on my flight to Frankfurt. Drinks and food served 30 mins after departure and very nice for mid morning flight. Attendants very charming and seemed friendly enough. Overall good onboard experience but needs improvement in Frankfurt.;Frankfurt lounge was good was overly crowded. Aircraft was nice and tidy. Cabin crew quite friendly. A good experience overall.
✅ Verified Review |  Hong Kong to Munich. The 2-2-2 business class seat configuration is for sure a bad choice for Lufthansa. Most of Lufthansa competitors have direct aisle access seat configuration (1-2-1). Anyway the seat was comfortable and I could sleep well. The flight attendants were very efficient and professional, Food was decent, nothing spectacular. Flight entertainment seemed a bit old.;Lufthansa's 2-2-2 business class seat layout was undoubtedly a poor choice. The flight attendants were courteous and professional. The food was adequate. Flight entertainment appeared to be outdated.
✅ Verified Review |  Mumbai to Frankfurt on 747-8 and Frankfurt to San Francisco on A380 in Business Class. Lufthansa's Business Class product is looking jaded and mediocre and no longer feels like a premium experience. A reason is the terrible seat layout with little privacy and the cabin feels and looks crowded. The B747 seats are slightly more comfortable than the A380 with better space around the seats. The onboard service is good, the flight attendants well-trained and efficient. The wifi service was highly unreliable and the $20+ fee seems a rip-off when there are so many breaks in service. The business Lounges in FRA were crowded, and boarding was botched with broken lines and no clear direction.;Lufthansa's Business Class product appears stale and substandard. The seat layout is poor and the cabin is congested. The wifi connectivity was unstable. The service and staff were nice.
✅ Verified Review | Between Christmas and New Year I was flying Munich to Faro with Lufthansa. The flight takes about 3 hours on an A320. This aircraft does not have any special business class seats, but the central seat is always free for your comfort. The staff were friendly and first you got something to drink, then a light meal (we started at about 2 p.m.). Later on some more drinks, as you like. When checking in or before you can download your e-journal but also during flight you got some papers and/or journals. The aircraft was in time at the destination and the lounge in Munich (new satellite terminal) was good. You got drinks, wine, coffee, spirits warm and cold meals, newspapers, free Wi-Fi etc.;There are no business class seats on Lufthansa A320s. The staff were quite courteous. Free Wi-Fi, newspapers, hot and cold lunches, free drinks, and journals are available to all visitors.
✅ Verified Review |  Manchester to Frankfurt. Unfortunately we were delayed by nearly 3 hours owing to a late aircraft change and weather.The flight itself was good with a substantial breakfast served by a particularly friendly and helpful pursar who could not do enough for us. Even before landing he informed us that we had been rebooked on a another flight and Lufthansa provided a smooth transfer at Frankfurt.;Due to weather conditions, our flight from Manchester to Frankfurt was delayed by approximately 3 hours. We were rebooked on another aircraft, and Lufthansa handled the transfer with ease in Frankfurt.
✅ Verified Review | Great experience on Lufthansa for both Amsterdam to Frankfurt (50min flight) and Frankfurt to Singapore (12h flight). Cabin crew very attentive, good selection of amenities on Lufthansa Y+ class. The meals were all very tasty, I ordered low fat meals and was impressed. German sparkling wine was on demand and available all throughout the long haul flight. I walked the whole lenght of the lower deck cabin and it is imprepssive how spacious is the A380. Even with the 3-4-3 config in Y a man could walk through the aisles without bumping into a shoulder of those seated. That plane is just a marvel. Very good experience.;Excellent service on Lufthansa. The cabin service was very helpful, and there was an excellent assortment of amenities on the Y+ class. German sparkling wine was in high demand and readily available during the long journey.
✅ Verified Review |  Athens to Manchester via Frankfurt. Despite a 2 hour stopover in Frankfurt we were on the same plane with the same crew for both sectors. The crew were outstanding and particularly the purser who looked after us extremely well. The breakfast and lunch served were delicious. On time flights and prompt luggage delivery ensured this was a flawless journey.;The flight was fantastic. Timely arrival and luggage delivery ensured a smooth journey. The employees on board and food were exceptional.
✅ Verified Review |  Ankara to Munich on Lufthansa. I have been a fan of Lufthansa for many years but this flight rocked my confidence in them. Following a smooth check-in we proceeded to the lounge which was sweltering hot and had a very poor selection of food and no cold drinks. The departure was delayed due to late arrival of inbound aircraft and further delayed due to late boarding. However, there was no explanation for the reasons of delay or an apology from the cockpit. Onboard, the aircraft looked well kept. It was the European business class configuration with the middle seat of economy style seating left vacant. The FA's were friendly and efficient which was the only redeeming feature of this journey. The food was below acceptable for Business Class and a huge letdown for LH. As expected we were late arriving in Munich and it took over 1 hour from the time we reached our gate for the bags to be delivered. Aside from the FA's, this flight was well below expectations especially considering the price paid.;The Lufthansa flight from Ankara to Munich fell far short of expectations. The only redeeming feature of this experience was the friendly and efficient FAs. The lounge was blistering hot, with a limited menu and no cold drinks.
"✅ Verified Review |  Frankfurt to Dubai. I have travelled recently with many airlines to Europe but Lufthansa is the best among them, very polite and helpful staff. We were travelling with Economy class with Asian Veg Meal plan and I have never had such good and tasty Indian food on an airline,. Good collection of Indian (Hindi) entertainment. Very clean and comfortable flight. Thanks Lufthansa you set new parameters of hospitality.
";Lufthansa is the best, with very friendly and helpful crew. delicious Indian food on an airplane. An excellent assortment of Indian entertainment. 
✅ Verified Review |  Flew from Frankfurt to London Heathrow. Lufthansa performed really well on this trip. Without any compromise, you get the premium features shown in the advertising at a constant level. Queueless Check-In, priority lane at security, great lounge experience, priority boarding, meal-service and a great crew made it an easy way to travel. They no longer distribute pre-departure printed magazines and papers. But there is a download option with a pretty good selection. Remember to do the download, when you are connected via Wifi for not using your mobile data.;the excellent lounge experience, priority boarding, dinner service, and a fantastic crew made the journey convenient. there is a download option for magzines and papers with a decent selection. excellent job Lufthansa!
✅ Verified Review |  Amsterdam to Cairo via Frankfurt. After a delay of more than an hour in Amsterdam, I missed my transit flight from Frankfurt to Cairo. They did book me on another flight, but did not have a priority line for ticket printing so I almost missed my second flight as well while waiting in line. Fortunately the other flight did have a delay, all of this was greeted by the Lufthansa staff with a cold attitude and no one trying to be helpful to fix the problems the company itself was the cause of.;My transit flight was missed due to delay. Lufthansa employees greeted customers in a cold manner. They did book me on another flight, but there was no priority line for printing tickets.
✅ Verified Review |  Bremen to Bologna via Frankfurt. I often fly Lufthansa and it has never disappointed me. The aircraft were clean, both the crew and the ground service were excellent and overall the flights were very enjoyable. Lufthansa is more expensive than other airlines, but it is definitely worth it. I highly recommend this airline.;Lufthansa flights were really pleasant, with outstanding ground service. The airline is expensive, but it is well worth the extra money. i recommend this airline.
✅ Verified Review |  Frankfurt to Singapore. Flight lived up to expectiation. Good food and service although its a packed full flight. Details and sincerity of the flight attendants excellent. A380 itself is a great plane, but Lufthansa could do something better with the seat privacy and seat comfort.;the food and service are excellent. The flight attendants were very sincere. However, Lufthansa might improve seat privacy and comfort.
✅ Verified Review |  Amsterdam to Frankfurt. I travelled with 2 other colleagues, of whom only one had frequent flyer status with Lufthansa. We checked in through priority channel which was no problem. Quick check-in procedure at the desk. I had some issues checking in online on the Lufthansa website, which I found very annoying. An online-form where I had to fill in my visa details for China got stalled. But things where quickly sorted out by the check-in attendant. Priority boarding with my colleague was not issue, as we travelled as one ground. Nice aircraft, with nice leather seats. Yet, these seats where a firm and offered little side support. As a result you shift sideways in your seat when the pilot takes quick short turns while taxiing. Good knee and leg space. On the flight a very tasty cake was served by friendly flights attendants. Overall it was a good first-time impression for me with Lufthansa.;Check-in was simple at the front desk, and there were no complications with internet booking. The seats on board were quite firm with little side support, causing you to shift in your position when the pilot made turns. A nice impression overall.
✅ Verified Review |  New York JFK to Frankfurt. I love Lufthansa for their business class product.  Upon check in althought its quick and efficient, the check in staff was not outstanding. Lounge food is amazing this time unlike last time. Seat is not the best I would say, it has less privacy and is not that comfortable. One flight attendant was the highlight of everything.;"The lounge food is fantastic this time. I wouldn't say the seat is the best; its privacy and comfort needs improvement."
✅ Verified Review | Atlanta to Bombay via Frankfurt with Lufthansa. For the ATL to FRA segment we were upgraded to the First Class cabin albeit the service was Business Class. The seat made all the difference although on this A330 the First Class cabin together with the restroom are not nearly as deluxe as those on the A380. The flight departed on time and onboard service was solid and reliable. For the FRA-BOM segment we were on the upper deck Business Class section of a new B747-8. Lufthansa has dropped the ball in the manner it has configured its new Business Class seats. They are narrow and angled towards your co-passenger in the row - a disaster that could have been avoided if Lufthansa hadn't gone cheap. By way of comparison, ANA's Business Class seat is the gold standard. Despite this disappointment, Lufthansa's reliability, predictability and vast flight network are its strengths.;Lufthansa has messed up the configuration of its new Business Class seats. They're narrow and inclined towards your rowmate, a calamity that could have been prevented. The onboard service on this A330 was consistent and reliable.
✅ Verified Review | Brussels to Stockholm via Frankfurt. Lufthansa remains one of my favorite carriers, partly because of the excellent staff and pilots (honestly it's a pleasure to fly with them) and partly because of their nice fleet of aircraft and legroom. I've flown with them this year on transcontinental and European flights and they still are able to stand out from other carriers I have used in the past.;Lufthansa is one of my favorite airlines, partly because of the wonderful personnel. I've flown with them this year, and they continue to stand out as compared with its competitors.
✅ Verified Review |  Lufthansa has been on strike recently. My flight from Birmingham to Munich was cancelled and I was slightly stressed, because I had to get back. Upon calling Lufthansa, they suggested that I could take a later flight on that day. As this was not possible, I asked them if they could book me a flight with British Airways from Heathrow. I did not expect this to be possible, as I was calling them some 6 hours before the flight (from LHR) and the ticket costing around 5x as much as my economy light ticket on the LH flight. I got a new ticket some 30 seconds later and everything has been confirmed. If you follow their procedures, Lufthansa will get the job done.;My flight from Birmingham to Munich had to be rescheduled. I requested that they book me a flight with British Airways. I received a new ticket around 30 seconds later. Lufhansa will do the task if you follow their methods.
✅ Verified Review |  Going out to Funchal was a memorable experience due to service minded staff and really good food. Going back was somewhat different, as staff seemed tired, and the fact that Economy class stewards were in charge of Business class when the business class FA were having a break. Pushing the Cabin Attendant button did not make anyone come. Two very different experiences. No IFE was provided on the four hour flights between Funchal and Frankfurt, which is not good enough. However, there was an entertainment App available, but you need to download it before taking off. It's not available for Windows Phone, and when you get informed about the App, it's too late to install it, as flight mode is required, which to me makes no sense. Altogether Lufthansa still sticks to the Business Class concept, although there is room for improvement. Despite some minor twitches, we were very satisfied about the service.;The four-hour journey from Funchal to Frankfurt had no in-flight entertainment. When the business class FA was taking a break, the economy class stewards took over.  while there is potential for development and improvement, the service was very satisfactory.
Due to the strike on 29th Nov, Lufthansa cancelled my flight. I had to rebook a flight at a lot of inconvenience at short notice. In the meantime, I have been on hold for over an hour and given up, and tried their email feedback form in order to claim my refund. Why when Lufthansa cancelled the flight, they cannot automatically refund my money is beyond me (other than to keep my money as their process is too long and difficult so people give up) and I have enough to do because of their cancellation at the last minute. ;Due to the strike on November 29th, Lufthansa cancelled my flight. I had to rebook a flight on short notice, which was really inconvenient. I was on wait for over an hour before giving up and used their email feedback form to request my refund.
✅ Verified Review |  Frankfurt to Los Angeles with Lufthansa on an A380 aircraft. The service onboard was quite good, the meals were also good (except maybe the salad). The onboard entertainment system was full of recent films and series. No problem with the screen or even the sound system. The seat was a bit hard for my back, but the same as most Economy cabins on European airlines. The Wifi wasn't working most of the time.;The onboard entertainment system was stocked with new movies and television shows. Wifi was intermittently unavailable. The seat was a little uncomfortable for my back. The service was quite good.
✅ Verified Review |  A return flight from Manchester to Bucharest via Munich with first ticket simple economy, and the second full economy (paid more because was expecting some difficulties with my family and needed to be able to cancel the ticket). Used the first ticket successfully. On the second ticket re-booked 3 times (because of rebooking paid additional 100GBP). In the end understood I'll not be able to make it so asked the refund for the return ticket. Was told that I'll receive my money in 2 weeks. After 2 weeks was told to wait for another week. After that week was told that I should've bought both tickets with economy full in order to be able to get a refund. I bought the return ticket specifically more expensive to be able to cancel it. That's unacceptable.;The return trip from Manchester to Bucharest goes through Munich. The first ticket is a simple economy ticket, and the second is a complete economy ticket. The second ticket was rebooked three times. The did not refund.
✅ Verified Review |  Lisbon to Bangkok via Frankfurt, sat in main cabin to BKK in new Boeing 747-8 and upper deck back to FRA in older Boeing 747-400. Great new cabin, comfortable seats (slept 6 hours), quality, fresh food nicely presented, very friendly service of the crew, and informative pilots. A nice entertainment system.  The only negative of the trip for which LH is not responsible is the poor boarding procedure in BKK: no info on time of boarding, and all classes boarding at same time. Price for business, I paid 2300EUR from LIS return ticket which is very reasonable.;the new cabin, comfy seats, quality, fresh and tasty meal, and very helpful personnel service. In BKK, the boarding procedure is poor: all classes board at the same time. The business class ticket price is pretty fair.
Frankfurt to Tehran in Lufthansa Premium Economy. For an almost 5 hour flight its quite comfortable. Seats are wider than normal economy, plenty of leg space, good monitors for the IFE. Food is same than economy but served on porcelain instead of plastic. Both flights have been in time, Crew was friendly, food was ok, IFE improve a lot compared to the past. I have critisised Lufthansa a lot in the past, this time nothing to complain and even price was in the range. For this routing and in this class worth to fly with them.;It's extremely comfy for an almost 5-hour travel. Seats are broader than standard economy, with enough of leg room and decent IFE monitors. Food is the same as in the economy. The service was fine.
Tunis to New York JFK via Frankfurt with Lufthansa. Huge check-in line in TUN but an airport official let us go in the business class check-in. The flight is expected to leave at 12:00 and later they announce that the flight will be delayed until 12:40. Naturally I was stressed because we only had a 1:40 minute transfer in FRA. We board the plane, crew are very friendly. We take-off as expected (12:40). The food was fine but there was not much of it (just a ham sandwich). We land after a 2 hours of flying and with only a 6 minute delay. The transfer was quick. We board our flight for JFK on-time and we take-off on time. The food was good and plenty of snacks. The entertainment was good. Shortly before landing, pizza as well as drinks are served. And even closer to landing we are served chocolate milk and chocolate. The flight attendants were very nice. I recommend Lufthansa.;Lufthansa flies from Tunis to New York JFK via Frankfurt. There was a long check-in line in TUN, but we could easily board in business class. The food tasted good, but there it was not enough. The crew were nice and helpful.
✅ Verified Review |  Oslo to San Francisco via Frankfurt.  This is the second time I travel with Lufthansa, and it's been a great experience. I travelled economy class, and the legroom, the seat recline, food and the amenities in general were just superb. They offered us water and snacks, plus the meals. The best economy class I've used, better than Air France in long-haul flights. The A380 is a great plane as well.;The Lufthansa A380 is an excellent airliner for long-distance flights. Economy class is the nicest I've ever been in, even better than Air France on long-haul flights.
Flew Lufthansa from Lima to Frankfurt. Gate was a bit too small for the pax load and boarding was delayed by 20 mins. I reserved a seat with extra space and it was great value for money. Cabin was clean and FAs well presented. Take off was delayed for almost an hour due ATC. It's overnight flight so dinner was served promptly after take off and lights switched off soon after tables were cleared. I slept for about 7h and extra leg room helped the experience quite a lot. Manged to watch a movie at the beginning and another at the end of the flight. I like Lufthansa's IFE as it is not focused only on commercial entertainment with music section being my favorite. Light breakfast was served 2h before landing. We landed with 30min delay but it did not affect my connecting flight with another company. Another quality experience with Lufthansa.;The cabin was spotless, and the FAs were well-presented. The gate was too narrow for the passenger load, thus boarding was delayed by 20 minutes. ATC caused a nearly hour-long delay in takeoff. Dinner was served promptly after takeoff. The IFE was good.
✅ Verified Review | Budapest to Manchester via Munich with Lufthansa. Beware with certain types of economy ticket, you will be asked to pay to check in luggage. I flew from Manchester to Budapest with Brussels Airlines and a piece of checked-in luggage was included in the price. However, on the way back, the same did not apply with Lufthansa. As I did not book the flight for myself, I was unaware of this. If you're flying a full-service airline, such as Lufthansa, you can at least expect not to have to pay for one piece of checked-in luggage. Otherwise, what's the point of paying so much more for a ticket when you can fly with Ryanair or easyjet?. It seems this policy has been introduced this year as I have flown many times with Lufthansa and never had this experience before.;Certain types of economy tickets will require you to check in your bags. If you're flying a full-service airline, you shouldn't have to pay for anything.
✅ Verified Review | Frankfurt to New York JFK with Lufthansa. Pleasant flight on the whole. Flight departed and landed on time. We had priority boarding, which was nice. Seat was nice and comfy. IFE provided plenty of films, although the screen was difficult to deal with. Food was okay (just owing to the fact that I dislike Camembert cheese). Crew was polite and good in doing their service, but not excellent as our last crew on the 747 has been. Aeroplane was clean on the whole. It was an amazing experience to fly on the A380.;Lufthansa provided a pleasant journey. Although the screen was challenging to cope with, IFE gave a good selection of films. The food was satisfactory. The crew was courteous and efficient in their work.
"Prague to Hamburg via Frankfurt. Very pleasant experience. The flights were on time and the crews were very pleasant including making funny but still appropriate announcements. A snack and free beverages were served which is adequate for those short flights. Lufthansa serves Warsteiner which is probably one of the best beers in Germany. In addition I got a really good deal for the ticket. Can't complain about the legroom; however the flight attendants; especially on the PRG-FRA leg have to be more willing to speak English as almost nobody onboard was German.";The Lufthansa flights from Prague to Hamburg via Frankfurt were on schedule, and the crews were friendly. Fodd and beverage servings were fine and enough. The flight attendants should be more willing to communicate in English.
Hamburg to Prague via Frankfurt. Got a really good deal on Lufthansa. The flights were comfortable with decent leg room and an adequate on-board service. Both flights were delayed and the crews/gate personnel were making excuses for the delay. Apparently the plane arrived late from FRA. It's been standing at the gate for at least 30 minutes. Otherwise friendly flight attendants and I still made my connection. Their inflight magazine featured some nice articles but could do with less advertisements.;I got a great price with Lufthansa. flights were comfortable but delayed without explanation. Their in-flight magazine had some interesting content but could have used fewer adverts.
✅ Verified Review |  Montreal to Sarajevo via Munich. Lufthansa impresses me and makes me feel welcomed, ranging from its varied In-flight Entertainment system to its superb Customer Service both on the ground and in the air. I have flown numerous times on Lufthansa long-hauls and short-hauls and on every flight I've been on the cabin crew service ranged from good to exceptional. Their ground staff ranged from grumpy and cold (we're all humans after all) to exceptional, with some who had even gone way out of the way to ensure that I was looked after (particularly in Munich). In-flight entertainment system is multi-lingual, more than you'd expect. ;Lufthansa amazes and welcomes me, from its In-Flight Entertainment system to its excellent Customer Service both on the ground and in the air. Their ground crew ranges from grumpy and frigid to amazing.
✅ Verified Review |  Route was Houston to Frankfurt return on October 13th and 17th. Service was superb and the A380 First class on Lufthansa is always a delight for First Class Travel. Amenities ware great as well as the very attentive staff. Food was excellent and the selection was great. In flight entertainment selection good.;Lufthansa A380 First Class is always a pleasure to fly in. The amenities were excellent as well as the staff. The food was delicious, and the choices was extensive.
Frankfurt to Buenos Aires. I booked flight in economy class and then used miles to upgrade it to Premium Economy as my booking class did not allow me upgrade to business. Flight was overbooked and gate agents asked for volunteers to fly tomorrow for money compensation. When trying to pass ticket scanner my ticket was rejected and I had to report to gate agent who surprised me with a new seat in business class. I think I was upgraded due my loyalty i.e by using miles for upgrade. FRA to EZE is the longest LH flight (almost 14 hours) and it was great to be in good seat, served nice food and drinks by wonderful attentive FA who made me feel like a guest, not just a passenger. It was one of those flights when you would not mind to last a little bit longer.;The flight was overbooked. The experience was wonderful with comfortable seating, good food and drinks, and fantastic FA.
✅ Verified Review | It's a pity Lufthansa handed over almost all European routes to Eurowings (except for those out of Frankfurt and Munich), because it's a great airline also on short domestic hops. Good legroom in the very quiet A320neo. Efficient service since you get handed over a chocolate bar at the entrance, so the crew only has to serve drinks. They're happy to serve you more than one drink. Took of half an hour late, but landed only 10 mins behind schedule. Apologies from the cockpit. My favourite airline.;Legroom is adequate and service is efficient. Good foods and drinks served. My favourite airline!
✅ Verified Review |  Bucharest to Madrid via Frankfurt,  and Valencia to Bucharest via Frankfurt. Four short flights, 2 hrs. approx. each. The most important thing was that all flights were on time and uneventful. The planes were clean and seemed to be in good technical situation. Enough legroom for a medium tall (1.75 m) passenger as I am. Cabin crew and ground staff were polite and efficient. The food was quite poor (better on FRA-MAD leg), sandwiches just edible. Fortunately they kept Warsteiner in their offer. No inflight entertainment and the announcements from cockpit difficult to understand. All in all, a good product, decent priced (223 EUR/pers for four flights). Due to Lufthansa's connections at their hubs in Frankfurt and Munich, this airline remains a solid option to travel from Bucharest to other destinations.;All planes were on time. Legroom is adequate. The cabin crew and ground crew were both courteous and efficient. Food was substandard. A good product overall.
✅ Verified Review |  I was flying from Mumbai (BOM) - Frankfurt (FRA) with Lufthansa and an onward codeshare flight to Toronto. This was my first experience with Lufthansa and I really enjoyed the experience. I could recline the seat nicely. I was well fed with a delicious 3-course dinner and breakfast meals during the flight. The selection of movies was great. Cabin staff were generous, polite and friendly. My overall experience in Lufthansa was excellent.;comfortable seat, good food, thanks to a fantastic three-course dinner and breakfast. The movie selection was excellent. The staff very kind and courteous.
✅ Verified Review |  Brussels to Malta via Munich. Both flight from start to finish were excellent, the flight to Munich departed on time excellent cabin service good choice of refreshments offered. Although the aircraft was over 26 years old it certainly did not show its age. The second leg was on an A320 less than 3 months old. The same excellent level of service given. On time arrivals on both legs. An excellent level of service, would certainly use Lufthansa again.;Both flights were perfect, with on time departure. Although the airplane was old, it was wll-maintained. An excellent service experience.
