review;title;rating;recommended;sentiment
✅ Trip Verified |  Jeddah to Kuala Lumpur. The Boeing 787-10 is the newest aircraft of this airline! Great seat in business class! The flight attendant is very attentive! The menu is not a great choice. Internet did not have time to install in this plane;"""Great seat in business class""";"
9
";yes;2
✅ Trip Verified |  Jeddah to Athens. This route is operated by an ordinary A320 plane with reclining seats, but not flat beds. The staff is attentive. The food is average, there is a choice between European and Eastern;"""The staff is attentive""";"
6
";yes;1
✅ Trip Verified |  Athens to Jeddah. The airline claimed to have flat beds for sleeping on this type of aircraft. Actually puts A320 planes with reclining seats. The food is average, there is a choice between European and Middle Eastern.;"""The food is average""";"
5
";yes;1
✅ Trip Verified |  Jakarta to Jeddah. It was a new plane, only 3 years old. Business class 2-2-2 with full flat beds! There were few passengers. The menu was good, but the food quality is average. Stewards are good.;"""with full flat beds!""";"
7
";yes;2
✅ Trip Verified |  Munich to Islamabad via Jeddah. The flight from Munich to Jeddah was not or less okay. However waiting area at Jeddah airport was horrendous, it was jam packed however I am not complaining about that, the service on the flight Jeddah to Islamabad was okay not as par with flight from Munich to Jeddah. However the airline redirected my return flight to another city without any notice. Then they proceeded to cancel the first leg of the same journey, their online portal becomes useless because it blocked any input from me by a popup, I am not sure if it is a bad design or was done intentionally such as to prevent me from taking perfectly legal actions. Their call centers do not respond at all. The calling number they provided doesn't entertain international calls. I wouldn't recommend Saudia, if your flight takes off then probably you will be okay but do not expect any after sales service from them.;"""I wouldn't recommend Saudia""";"
2
";no;0
Not Verified |  Karachi to Gizan via Riyadh. The economy class in the A320 of this airline is so good as the plane looks and feels new and seats are very good in A320 but when it comes to 777, all things are compromised. My country is a developing 3rd world country and most people flying on the 777 is labour class and the plane is used for them. Boeing 777 from developed countries are exceptionally good but they are bad for developing countries. There were no hand sanitisers in the bathrooms even the the corona virus is spreading rapidly. The crew is not very friendly but they are alright.;"""no hand sanitisers in the bathrooms""";"
4
";no;0
Not Verified |  Los Angeles to Amman via Jeddah. First time ever traveling with Saudi Arabian Airlines, usually we travel with Emirates. Got my sister and my niece ticket from Amman to Los Angeles. I can't say enough about the person who checked us at the airport in Los Angeles her name is Susan, she was very patient, took her time and provide us with an excellent service.;"""provide us with excellent service""";"
10
";yes;2
✅ Trip Verified |  Karachi to Paris via Jeddah. The airline was amazing, great crew and food was amazing. Comfortable seats and the flights were punctual. Check in staff from Karachi and Paris were friendly.;"""airline was amazing""";"
10
";yes;2
"✅ Trip Verified |  Calicut to Washington via Riyadh. I could not travel in Saudi Arabian Airlines. There was a 14 hour lay over in the Riyadh airport. I got to know that they ask for transit visa for spending time at Riyadh. I contacted the ticket agency, Goibibo, they tried to contact Saudi airlines, the online agent waited for 8 days for a response from Saudi Airline, but they never got. I tried to contact Saudi Airlines myself. I called to airport airline help desk, but their first answer was ""cancel the ticket"" we cant help with a transit visa. I asked for a full refund, and lost money as a cancellation charge from Saudi Airline and even ticket agency Goibibo took a good amount of money from my refund.";"""they ask for transit visa""";"
1
";no;0
Not Verified |  Dammam to Manila with a connecting flight to Riyadh. While we were in Riyadh airport the airline took too much time waiting in the tarmac. Saudia did not even inform us the technical problem, we have waited inside the plane hungry and eventually they told us to leave.  We left the plane disappointed and disgruntled. Saudi Airlines gave us the choice to either wait for the next flight inside the airport or go to the hotel which they have booked for us. We decided to go to the hotel, the hotel was very poor and awful. The worst part is, mostly of us have a connecting flights. I have a local connecting flight from Manila to Cagayan de Oro city which i have missed of course because of the delay. Some people got an international connecting flights as well, we have complained to the staff and Saudia office both in Riyadh and Manila.  They never refunded us at all with our failed connecting flights, they told us - it's not their responsibility!  We have missed our flights because of them and yet, they're not helping us with our connecting flights.;"""missed our flights because of them""";"
1
";no;0
✅ Trip Verified |  Los Angeles to Mumbai via Jeddah. First of all let me start with meal plan. There were multiple options to select meal online for eg: Hindu meal, vegetarian meal, etc. My husband selected hindu meal for us as we didn't wanted to eat vegetarian meal as we had heard it is mainly has boiled spinach and boiled rice. He also called the airlines just to confirm if we will get vegetarian food in Hindu meal. The customer executive said Its Hindu meal it will be vegetarian. When we got our food in our flight, we saw chicken pieces under the rice and we called the flight attendant, she said she is confused as she even thought the same,  hindu meal is vegetarian. And they were out of vegetarian meals too. For our entire flight to Jeddah, we were served only one entree meal. They didnt have snacks too. Other disappointing thing while using Saudi Arabian airlines is the layover at Jeddah. Its one of the worst airports to have your halt. The bathrooms are dirty.;"""they were out of vegetarian meals""";"
2
";no;0
"✅ Trip Verified |  
Tabuk to Paris via Jeddah. Overall it was a good flight, food was acceptable and cabin crew was very friendly and welcoming. My luggage was lost in the return trip. The main issue is customer support if you have any issue, not existing. They do not answer to emails, WhatsApp and keep you on hold for minutes on the phone, so disappointed from that point of view.";"""it was a good flight""";"
7
";yes;2
✅ Trip Verified |  I traveled through Saudi Arabian Airlines from Manchester to Jeddah round trip. I had some problem with ticket modification. I contacted saudi airline team and they facilitated me very well. I'm happy with their help.;"""happy with their help""";"
8
";yes;2
Not Verified |  Jeddah to Dawadmi . My flight was in the middle of the day which was so busy in term of operation since I was traveling domestic, as soon as I got to the airport the check-in agents helped me with the boarding with smiles and all information I needed when asked for. They took the passengers by bus, because the aircraft was in a remote apron, when arrived flight attendant were nice and helpful, serving meals was great with good options although it was a short flight for one hour and 15 minutes. ;"""attendant were nice and helpful""";"
8
";yes;2
✅ Trip Verified | I booked an economy ticket from Amsterdam to Brisbane via Singapore. I upgraded my seat because of health issues. When I upgraded my seat from Amsterdam to Brisbane I was charged 3.958 euros for the upgrade of my flight from Amsterdam to Brisbane. My husband also upgraded his seat from Amsterdam to Singapore on the same flight and was charged 1.217 euros. Singapore Airlines decided to overbook the flight. When I arrived in Singapore I found out that my seat was given to someone else. I could not fly business class to Brisbane. They gave me me an economy seat. The service was very slow and unprofessional. I asked about the refund. Only 10 days later after sending several emails to Singapore airlines, requesting more information regarding the refund, they told me I would receive a refund of only 1.545 euros. When I upgraded my seat from Amsterdam to Brisbane I was charged 3.958 euros for the upgrade. My husband also upgraded his seat from Amsterdam to Singapore on the same flight and was charged 1.217 euros. Based on these fees, I expected a refund of 2.741 euros (3.958 - 1.217). I believe that customers who are affected by this issue deserve a quick and a fair and reasonable refund. The offer I received does not meet this standard. On top of this: When I arrived in Brisbane, my luggage had not arrived. They told me the luggage would arrive in the next plain , the next morning at 7.00 O’clock. They would make sure my luggage would arrive at my accommodation the same afternoon. When I phoned to get more information I could not reach any one. I send several emails and received no reply. After numerous phone calls I finally spoke to someone. He told me that my luggage would not be delivered that same afternoon (although it had actually arrived that morning at 7:00 in the morning. It took a lot of other phone calls before they had my luggage delivered that evening.;"""their refund is not fair""";"
2
";no;0
Not Verified |  We queued for checkin for 30 minutes, staff were very good. A chaotic and slow boarding process at the gate but when we entered the jet bridge it was very calm and welcoming with staff being very attentive and informative. We had a problem with our star alliance flight the night before as it was cancelled so we were reallocated this flight. Singapore Airlines gave us the front economy seat which had more leg room than any other flight. It was on time and meals were served soon after take off meals were good as well as the rest of the flight;"""very attentive and informative""";"
7
";yes;2
✅ Trip Verified | Imagine a 14 hour trip being near perfect. Boarding, crew, food, seat, Wi-Fi, drinks, all of it. This cabin crew was amazing and managed to be sincere while also being efficient. They seemed to truly want to deliver the best and they did. 14 hours literally flew by in the lie flat comfy seat. The crew was proactive and seemed available whenever I needed something.;"""cabin crew was amazing""";"
10
";yes;2
✅ Trip Verified |  A decent experience. Check in was fast and easy, lounge was comfortable with good food offerings. Boarding was slightly chaotic but not awful. The aircraft is wonderful with comfortable seating and leg room. IFE was good. Meal decent for a two hour flight. Had to ask for an amenity kit. Flight was basically on time. Not stellar but better than most. Wifi wasn’t working.;"""A decent experience"" ";"
9
";yes;2
✅ Trip Verified |  The ground crew were unreasonable and very rude. We were denied boarding as according to them we were 4 minutes late.  The ground crew did a lousy job of offloading our luggage. We had to wait almost half a day in the baggage carousel before filling a missing bag report. ;"""we were 4 minutes late""";"
1
";no;0
✅ Trip Verified |  We flew LHR - SIN and SIN- LHR in December. Both flights were the morning A380 flights in Premium Economy. So we’ve had best part of 27 hours experiencing the Premium Economy product. Boarding for both flights was painless. Both flights left on time and arrived slightly early. The premium economy cabin on the A380 is right at the front and as such feels quite exclusive. Indeed there are only about 40 seats in the cabin in a 2-4-2 configuration. To keep this review brief. The seats were a major upgrade on the usual economy seats both in comfort and space. The food was lovely - we used Book the Cook for all our meals. Plenty of drinks brought around and if you needed a top up or a snack this was provided promptly. Again on both flights the cabin crew were amazingly good. We paid about £600 each extra over and above the economy fare, which at the time of booking meant our premium economy fare was double the economy fare. So an extra £300 each way to be in Premium Economy. Is it worth it? Well yes it is , but I add a proviso. It’s worth paying extra, as long as the extra you pay is no more than around £600-£700 for long haul return. £600 economy vs £1200 Premium, that a no brainer. If you have the cash then do it. But £600 economy and £1600 Premium, then I’d personally say that’s too much for what you get;"""cabin crew were amazingly good""";"
9
";yes;2
Not Verified |  Singapore Airlines is by far the best airline I have flown it. The cabin is a spacious 3-3-3 layout in it's Economy Class with excellent mood lighting. The cabins lack individual air vents and can make it uncomfortable sometimes. Food was average and the portions were not great. However, the cabin crew do everything from serving snacks like sandwiches, cup ramen, chips, cookies, etc. to the passengers from time to time with water and beverages. Hospitality was five-star. From the welcome at the door, the crew help out passengers with a smile. Given that they work for hours together on some ultra-long haul flights and with a wide of array of passengers onboard, it is amazing to see them help you with a smile, always. In seat entertainment had a lot of options and can easily entertain any person, young or old, on a 17 hour flight. In all, the experience was great and I would recommend SQ to everyone.;"""Hospitality was five-star""";"
10
";yes;2
"✅ Trip Verified |  Have heard great things about Singapore Airlines, so decided to give it a try. Booked a long haul flight. Even though it's almost 17 hour flight, but didn't feel like one, when my journey ended I was as fresh as when I boarded the flight. Silverkris lounge at Changi Airport was good. They have sleeping pods as well as a bathroom, where you can take a shower, in case you feel like one. Food was amazing. They have the facility called - ""Book a Cook"", which I'd used for getting my Steak. (Attached the pic), it was so delicious and perfect as if I'm dining in a restaurant. Crew were polite and very helpful. Only drawback that I find is - at New York (JFK Airport), they don't have a nice lounge. Lounges, they have partnered with were so small and didn't have a nice quick bite / snacks or drinks. Wish they could do something about it. All in all, must admit, Singapore Airline is the best airline.";""" Singapore Airline is the best airline""";"
10
";yes;2
✅ Trip Verified | I miss the pre-pandemic Singapore Airlines. I have flown with them on a regular basis for decades and am disappointed at how bad the first flight I took with them since the pandemic was. My flight was purchased from Air Canada and AC is the first marketing carrier as per US DOT rules. AC is also the most significant carrier. I have clearly researched my baggage allocation prior to the trip and packed appropriately. Unfortunately, the SIA check in staff were clearly unaware of their own company's baggage policy (see pictures below) and refused to allow me to check my three bags. I had to repack my bags at the airport, which is both embarrassing and a complete hassle. I have never had to do this in my decades of leisure and business travel. I will definitely think twice before taking a flight with SIA again in the future.;"""miss pre-pandemic Singapore Airlines""";"
1
";no;0
✅ Trip Verified | Was this a memorable flight? Not really. I like the entertainment selection. The seat was fine for just over a 2 hr flight on SQ177. Actually not much different to the 350-900 medium haul except maybe the adjoining two seats in the middle are closer. The food. Oh my. Dreadful. Sounded great, lemongrass chicken. It was very fatty and unpleasant. The bok choy was almost raw. I would have preferred a plateful of the garlic bread instead of the tiny slice I was given. All in all it was a very average experience. I miss the Singapore Airlines pre Covid and really think they need to up their game in the food area especially. I booked this flight as at the time it was actually cheaper to go to HCMC via Singapore than just to Singapore. However, I wish I booked through Vietnam Airlines and saved money and connection hassles.;"""a very average experience""";"
5
";no;1
✅ Trip Verified | Overall an ok flight. Lounge - SilverKris Changi is huge and was too over crowded. We had to sit at a canteen type table which was uncomfortable. We only stayed long enough to change our sim and change clothes. Way too busy. Gate/Boarding. We got in line. Was told there was no point as it hadn’t opened. We stayed in line as seats get taken in there fast. Boarding passes are scanned after security which meant the one gate agent could not cope when it was boarding time and everyone stormed the gate not adhering to groups or priority. Seat - narrow. Overhead lockers were too high for me to reach even with the little foot aid thing. Others had to help. No other storage except under the foot rest. There is a tiny cubby hole where ear phones, menu and water bottle were kept. Not a comfortable seat to sleep in being so narrow with no wriggle room. Hard being a side sleeper. Food - As all my other flights had poor quality food I opted for no meal, just sleep. The passenger in front argued with the FA over no breakfast service. Personally I believe there should have been a choice but no. The lovely FA verified no meal with me and offered to keep cheesecake aside that she would serve to me with coffee when I woke which was lovely of her. As I woke an hour or so before landing she was right there with what was promised. On arrival luggage arrived quickly so we were one of the first through customs with no long line. Overall the crew really are the highlight with Singapore Airlines. The rest is average to below average with definite cut backs evident. Also disappointed that when I booked this flight it was for the 777 which has better seats for sleep but that changed to the less than comfortable 350-900 medium haul.;"""crew really are the highlight""";"
7
";no;2
✅ Trip Verified |  This is the best airline I have ever been on. The lounge before flight was amazing, the service was quick and the people were kind. On my flight from Singapore to New York , one stewardess specifically, Belle, made my 19 hour long trip with my brother an absolute delight. She was attentive, kind, and went above and beyond. When I asked if I could skip the appetizer meal (since it was a food I generally do not like) she asked if I would like fruit instead to replace it. She also would always quickly and kindly help me make my seat into a bed! (The seat form was a 8 for comfort but the bed was SOOO nice I slept for most the flight). This was the first time I had ever traveled Business class and I felt like royalty.  Even the bathroom was nice with amenities like a hairbrush. My one feedback for improvement would be to automatically give things that are included (I had to ask for slippers and mask on my flight from Singapore to NY but it was laid out from NY there) but even that was still good. While the wifi isn't strong enough for videos, it was good for surfing the internet which is what I used it for, and I charged my phone so I left with full battery.;"""best airline I have ever been on""";"
10
";yes;2
"Not Verified |  A thoroughly pleasant experience, bearing in mind this flight was during the height of Covid-19 and New Zealand had just reopened its borders. Check-in was a bit truncated, given the amount of documentation required and the person managing our check-in was receiving training. Once on board the experience was delightful, food and beverage service was lovely, including signature Singapore Slings. The A350 was very clean, and I particularly like the additional screen on the handset. Legroom was adequate, though better than many others; that said, the flight only had 75 passengers, so my wife and I had a row to ourselves.";"""the experience was delightful""";"
9
";yes;2
Not Verified |  Disappointing flight from Singapore to Auckland. A good seat, tasteless food and the worst Illy coffee i have had. What concerned me the most is the cost we paid for these flights, this one one of four flights we took on Singapore airlines over the last three weeks. The Auckland to Singapore flights seemed understaffed, whereas the Singapore to Bangkok flights seemed a lot more organised and a better food selection. ;"""A good seat, tasteless food""";"
1
";no;0
✅ Trip Verified |  The flight seemed quite full with huge line up at the gate security area. No priority line but that’s ok. Boarding was odd with just a gate agent yelling out instructions. The seat was fine but no bottle of water which was disappointing. We used book the cook. My husbands beef cheek was tender but my steak was too tough to cut or even bite into. The crew were lovely but disorganised. The right side of the plane were offered bread after the meal not before. My side missed out entirely. Arriving at Ho Chi Minh city, no priority line for immigration. Never mind. It was a 5 flight. Nothing special.;"""It was a 5 flight""";"
5
";no;1
✅ Trip Verified |  They cancel our flight and push us to an 8h earlier flight, and notify us last minute by calling us internationally about the change. Their customer service put us on hold for more than half of the 25 minute call, something that could have been done online for free, but they found it necessary to call. They even didn't offer food and beverage vouchers to cover the extra 8h on Singapore Airport. Their ground staff was sending us from one side to the other without a solution. After trying to get in touch with them it took 1.5 month to get a reply saying they don't care. Also transfer was unclear as the gates were closed until very close to departure. My inflight food was very bad, and in-flight service almost non-existent. You had to go to the kitchen area to ask for some drinks. In-flight entertainment was good with many recent movies. I will never fly again with Singapore Airlines after this.;"""My inflight food was very bad""";"
4
";no;0
✅ Trip Verified | Full flight. Check in was busy, business class full. The lounge in Melbourne was okay, bit old and dated but the food was good. Boarding protocol was strictly adhered to. We were warmly welcomed. This medium haul aircraft was far different to the A380 in business. The seats although adequate were so much smaller. I was surprised to see not only a blanket and pillow but slippers, face mask, socks and amenity kit on my seat. The storage bin overhead is very high up and 158cm me needed help to stow my bag. Not much storage at the seat, just under the footstool and a tiny cubby hole once the headphones and water are removed. The staff were very friendly but reactive rather than pro active. They didn’t check the cabin during the flight but would respond to pushing the button for an attendant. The food was okay. Nothing special, steak was tough but the dessert was lovely (cheesecake). Entertainment was pretty good, quite a lot of choice, and the flight map was excellent. The refreshment before landing was not nice, chorizo and pasta. Quantity not quality. We arrived slightly sooner than scheduled. Altogether it was good for a day flight but not sure it will be comfortable enough for an overnight flight.;"""seats although adequate were so much smaller""";"
7
";yes;2
✅ Trip Verified | Check in at Brisbane was the worst we have ever experienced. There is only one business class counter, which resulted in a 30 +minute queue. On taking this up with the duty manager I was told this is to push passengers to use the check in machine and deal with their own luggage. Fine for passengers familiar with the system, but not acceptable for passengers who predate the automated era, and certainly not acceptable having paid for business class. Having finally checked in it was another disappointment to discover that Brisbane Airport has abolished fast track security. Obviously an airport decision but it begs the question, as a major user of Brisbane, have Singapore Airlines put any pressure on the airport to reintroduce this facility. The lounge had a good selection of food Once the flight boarded it was back to the excellent service we expect. So unfortunate that a good flight was spoiled by an awful start - the business class experience should begin on first arrival at the airport.;"""a good flight was spoiled by an awful start""";"
7
";yes;2
Not Verified | What a shame. Delayed baggage when I arrived at the Paris airport. The representative told me that it would be sent the next day. I arrived on Thursday evening and it is now Saturday evening and I have not seen my luggage. Neither received any calls from anyone. I don't know where is my luggage and I am left waiting for it at home. Even low cost airline provide a better customer service support. I have no idea why it is cited as among the best airlines. It is not even Top 20 in my book. Was my first time flying with this airline and it will be the last.;"""Delayed baggage when I arrived""";"
1
";no;0
✅ Trip Verified | Seat 32A could not be reclined so it defeated the purpose of paying extra for premium economy for a comfortable seat. Seat 32C took so much effort to force it to recline. The buttons did not seem to do anything. I had to push to force it to recline. My Singapore Sling was overly sweet and it felt it was made deliberately to avoid asking for a second one. No warm towels and a small packet of nuts given quite a while after the drinks service was completed. There was a great movies/tv selection. The noise cancelling headphones were the large ear encompassing ones. Two small bottles of water were sitting in between the seats. When we boarded at the appropriate announcement time based on sections, our cabin was full so most people had boarded earlier. The economy class cabin had many empty seats. On reflection, had I had knowledge of seat bookings, I would have opted for economy. Premium class was not delivered. I asked for an amenity bag and the flight attendant looked at me puzzled, as though one such a thing did not exist. Reluctantly an economy class bag with just socks and toothbrush was procured. Food was same as economy although I pre-ordered mine. No dessert on the tray but a small tub of Hagen Daez ice cream. It seems they were anxious to get meal service done as quickly as possible. The flight attendants were friendly on boarding but we hardly saw them after the meal service. No mid-flight snacks. Plane left and arrived on time. Overall I will seriously reconsider premium economy.;"""seriously reconsider premium economy""";"
5
";no;1
Not Verified |  (Two separate return journeys, different equipment). Pretty well can't be faulted. E.g. the airline staff went the extra mile in several respects, including luggage which didn't make a tight connection, but which I still got in 24 hours. The A350s are somewhat more comfortable in feel than even the A380s, the IFE on both aircraft is good, though the A350s have a live BBC news feed I can recommend. Would happily fly with them again.;"""Would happily fly with them again""";"
9
";yes;2
✅ Trip Verified |  SQ171 DAD-SIN. Terrible flight. Boarding started late and was chaos, with no real explanation about the delay. Upon boarding could not use the overhead above my seat, and was not allowed to have any personal items. There was a Headphone shortage. Took off, and inflight service started rather late. Cabin attendants speaking extremely fast, and I was unable to comprehend what they were saying. Multiple times, Had to ask them to slow down. They ran out of food. Offered Entrée was disgusting, and I refused. They came back, and tried to offer me the Business Class entrée, but there was only 1 choice. I passed, but they hounded me with endless questions. Landed, and couldn’t get access to my luggage. Singapore Airlines is only good on Ultra Long Haul flights. With Asian connections not anymore, since they got rid of the A330. ;"""offer me the Business Class entrée""";"
5
";no;1
✅ Trip Verified |  Boarding was prompt and the flight landed early. Very hard-working cabin crew. They tried their best to fulfil requests. They were less proactive with coming around with drinks during the flight compared to my previous flights, but responded to individual requests made to them directly. The aircraft was very clean but cupholder on my seat was broken. Overall I feel comfortable flying with this airline and would choose to do so again, knowing I will get a certain standard of service.;"""hard-working cabin crew""";"
10
";yes;2
✅ Trip Verified |  My first flight post-pandemic and Singapore Airlines lived up to high expectations. The cabin crew were excellent and made regular drinks runs throughout the flight with trays of water, juice and sometimes beer. I was impressed by their professionalism, politeness and friendliness throughout the journey, despite having to serve almost a full flight. Flood (including snacks in between meals at the galley) was plentiful, even for economy class. Two free hours of wifi for economy class passengers was a welcome addition to the service. Everything went smoothly, from boarding to disembarking. Prior to the flight I had called the call centre to make a booking amendment and the service from the call centre was also efficient.;"""lived up to high expectations""";"
10
";yes;2
✅ Trip Verified |  Singapore Airlines ranged from excellent to good. Syd-Sin-Cph (Oct 6, 2022) was excellent. Of course in Economy we were packed like sardines, but the tin was large enough (and neighbours small enough) that we weren't particularly uncomfortable. This is the third time we've flown post-Covid. The first time on Thai it seemed that Covid was the excuse to give no service at all but Singapore Airlines both at Xmas 2021 and last month provides excellent service. Food was very good and alcohol plentiful. The entertainment system provided enough to occupy us for this long haul. Flight attendants were very attentive. We stopped over in Singapore on our way home. Unfortunately Sin-Syd leaves shortly after midnight. The flight was delayed and it was after 1am before we left. This is a long time between meals and we were uncertain whether we'd be given a snack and night cap before going to sleep but no announcement was made and we stayed in limbo between sleeping and waking for most of this leg. Of the four legs of our journey this is our only complaint.;"""provides excellent service"" ";"
9
";yes;2
✅ Trip Verified |  SQ23 in Premium Economy Solo Seat.  1730 Arrived at The counter. Instantly was approached, and greeted by a extremely professional gentleman, Asking which flight I was on. When I told him SQ23, he asked “could you please wait?”. Well I went to get water, came back, and instantly he reengaged me, stating the counter was ready for me, and took me straight to the head of the line. Check in fast, with agent verifying information. Boarding was quick. Upon boarding a Red Uniformed Cabin Attendant welcomed me aboard, and directed me to my seat. As I passed others they acknowledged me and welcomed me aboard. One even said “Happy Thanksgiving”. Aircraft seemed extremely cold, and rather uncomfortable. We seemed to be late pushing back, and The Red Uniformed staff was going around talking to passengers. She approached me, and began to engage in conversation. She thanked me for flying SQ for 14 years. Finally we Took off. I had to use the provided blanket. Champagne is back on the menu. When they arrived with Dinner, they ran out of food, so the Steward said he had to go to Business to get entrees. He came back and said what he had. I ordered the Beef. He kept checking in, with estimated time of completion. Constant Champagne rounds followed through the flight. After dinner I slept. Standalone seat extremely comfortable, and excellent value. Second meal came out. I had the Stir Fry Shrimp which was Delicious. Constant Champagne refills continued. On approach to Changi, I switched to Coffee, which also continued with multiple rounds. Arriving in SIN on Thanksgiving morning, crew wished us well as we debarked. I have been flying with Singapore Airlines since 2008. This flight maybe the best experience I have ever had with them!!!;"""maybe the best experience""";"
10
";yes;2
✅ Trip Verified |  I'm a vegetarian, the food was tasty but I have some thoughts: a bun served with butter without any addition in one of the main meals? I had to ask for a drink because the service  walked by multiple times ignoring me. I flew with them 4 times, two flights of 14.5 hours plus 2 shorter flights on 1 out of 4 flights, I can say that the service was at a high level. The seats were super uncomfortable. The number of drinks served for 14.5 hours is really poor. The last drink I asked for was water, and the staff brought me a tap water. ;"""seats were super uncomfortable""";"
5
";no;1
✅ Trip Verified |  Late evening check in was surprisingly busy, but with all counters open there was not much delay. Similarly the lounge was busy. There was a decent selection of food, but the wine on offer was disappointing. Boarding was prompt with a friendly welcome, and champagne and fruit juice on offer before take off. Drinks were served immediately after take off, and it seemed that most passengers opted for sleep rather than food. The seats are very comfortable for sitting and relaxing, but in the lie flat position the recess for the feet is restricting. There were four breakfast type food options available, to be served immediately or before landing, which made a lot of sense, but the Continental breakfast was very basic and disappointing. Brisbane airport was very quiet early morning, and immigration and luggage delivery very quick. Overall it was a good flight, and the cabin crew were excellent, as expected on Singapore Airlines.;"""the cabin crew were excellent""";"
8
";yes;2
"✅ Trip Verified |  I wanted to change my flight ticket on 20th of April and was rushed to send a confirmation for a flight change before 21st April which involved a payment of 300 SGD which I agreed to. Upon calling back a few days later after checking that my flight has not been booked over the website, the agent over the phone tried to salvage the situation by insisting that my original flight change booking flight was cancelled and instead, I now would have to pay SGD 1700 to rebook the flight change. There was no such cancellation of flights as the flight number of the ""cancelled"" flight was the exact same flight as the one that he proposed. I tried calling on multiple occasions and even though Singapore Airlines admitted their fault for messing up my booking, they would not change my flight at the original price that was agreed upon. As a result, I had to miss my other travel plans to London.  My main issues are these: 1) After rushing me to confirm the flight changes before 21st April, which I did on 20th April, why was the flight not booked at the original agreed price of SGD 300. Is it a lack of competence that your staff can't operate a computer? ";"""pay SGD 1700 to rebook the flight change""";"
1
";no;0
✅ Trip Verified |  I ordered Muslim Meals and received Chicken curry for breakfast lunch and dinner. Seriously chicken curry for breakfast? About 20 years ago I wrote to Singapore Airlines about the same issue. Take note Muslim diets are much broader than chicken curry.;"""chicken curry for breakfast?""";"
6
";yes;1
✅ Trip Verified | I have no words for the hospitality the Singapore Airlines staff on the flight has shown me I have taken more then 20 flights this year but undoubtedly this airline is the best. I will surely and only try to fly Singapore. I am just amazed by the love and care they showed to my 7 year old from Mumbai to Sydney and coming back to India from Sydney. Thank you so much. ;"""I have no words for the hospitality""";"
10
";yes;2
✅ Trip Verified |  We flew the SQ 322 flight from Singapore to London Heathrow on Tuesday 2nd august 2022 arriving at London Heathrow at 6am. When we got on the flight the seat part of my daughters seat was missing. She was seated in 54k next to the window. Somebody came and replaced it so she could sit down. We all fell asleep immediately as it was almost 1am in the morning Sydney time. Half way through the flight my daughter realised her socks were wet. We had a look at them and realised they stank of vomit. We then checked all of her toys and our bags that were on the floor and they were all damp and stank of vomit. All of her things, shoes, socks and bottom of her trousers just absolutely stank of vomit and the ground was soaking wet. I can not believe that after such a terrible pandemic my daughter was allowed to sit in an area where someone had so obviously recently been vomiting. Not to mention how disgusting it has been travelling to our hotel in a car with bags all covered in sick and smelling absolutely terrible. I complained to the air steward and asked her to make a note as it was such a disgusting way to have to sit on a long haul flight. Our short UK holiday absolutely ruined, not being able to see my terminally ill father for 8 days in fear of passing it to him, which his immune system could not have handled. This after not seeing him due to the pandemic for 3 years! I understand we flew economy, but at the very least we expected the seats to be clean and sanitary. I emailed the airline through my husbands official Singapore Airlines account, and we heard nothing. I emailed several times, nothing. I only got a response from the airline when I involved a third party resolver government site that helps consumers. They told me nothing had been reported, and that the airline staff deny this even happened. So at the very least they are not logging and recording the changing of seats which must be a safety issue. I find very hard to believe the air steward doesn't remember covering the vomit floor with a blanket and spraying air freshener over it for us. I also asked her to log it all, and she said she would. The airline said all the attendants had been interviewed but they all deny this even happened. It's not so much what happened, it is more the absolute denial that it even took place.;"""denial that it even took place""";"
1
";no;0
✅ Trip Verified |  Boarding while there is a power problem. So plane were no lights. Startup again power then no aircon! Delayed already, then excuse and safety demo. Then again captain still problems and sitting already one hour no aircon and just have to wait when or if they fixed it Serving warm water and while no aircon and still waiting to leave 22.00 hour. Last time SA for us.;"""Last time SA for us""";"
2
";no;0
Not Verified |  Check in was quick and efficient as expected with Singapore Airlines. Lounge access was the Virgin Atlantic Clubhouse, which at that time of day seemed to be devoted to SQ passengers. Lounge service was excellent, with a good selection of food and drinks. Boarding was on time and very efficient, with a personalised welcome on board.. settling in was very easy, as there is so much storage available at the seat and above. Pre take off drinks were offered, but only fruit juice and water, no champagne. No amenity kits offered except by request. Food and drink orders were taken immediately after take off, and serve with sosatie appetisers. Meals were served not long after with a varied choice of mains. Book the Cook is not available ex Johannesburg, and also whilst it is possible to preview the menu, it is not possible to order. Not a problem for us, as we were near the front. Decent wines were on offer, although a somewhat limited choice. Food was good, as was the service. The seat is very comfortable and notably wider than most. Flor sleeping it is necessary to fold down the backrest to create the bed, which is easily done, although attendants were quick to help. The drawback to the bed is a small cubbyhole for the feet offset from the bed, although in use this was not a particular problem, and wwe both slept for most of the flight. Breakfast was offered as and when people woke, and arrival in Singapore on time. As usual immigration was a breeze. Our only downside was we found the entertainment system difficult, but this is probably an age thing. Overall a very good flight;"""Overall a very good flight""";"
9
";yes;2
✅ Trip Verified |  No pillows in economy cabin for a 13hr flight, I was offered an extra blanket to use as a makeshift pillow, hardly comfortable. Meal portions were small, no salad or small starter was offered, no towelette and they don't provide salt and pepper sachets with the meal. WiFi was erratic and terminal 2 is a non event due to renovations ! All in all a highly unsatisfactory experience and we will think twice before flying Singapore Airlines again.;"""don't provide salt and pepper""";"
3
";no;0
